"Time","Usage for sp25-cs525-0706.cs.illinois.edu","Energy usage for sp25-cs525-0706.cs.illinois.edu","Static Power for sp25-cs525-0706.cs.illinois.edu"
"2025-05-01T20:43:20.000Z",0,3,59
"2025-05-01T20:43:40.000Z",0,3,59
"2025-05-01T20:44:00.000Z",0,2,59
"2025-05-01T20:44:20.000Z",0,3,59
"2025-05-01T20:44:40.000Z",0,3,59
"2025-05-01T20:45:00.000Z",0,3,59
"2025-05-01T20:45:20.000Z",0,2,59
"2025-05-01T20:45:40.000Z",0,3,59
"2025-05-01T20:46:00.000Z",0,3,59
"2025-05-01T20:46:20.000Z",0,2,59
"2025-05-01T20:46:40.000Z",0,3,59
"2025-05-01T20:47:00.000Z",0,3,59
"2025-05-01T20:47:20.000Z",0,3,59
"2025-05-01T20:47:40.000Z",0,2,59
"2025-05-01T20:48:00.000Z",0,3,59
"2025-05-01T20:48:20.000Z",0,3,59
"2025-05-01T20:48:40.000Z",0,3,59
"2025-05-01T20:49:00.000Z",0,2,59
"2025-05-01T20:49:20.000Z",0,3,59
"2025-05-01T20:49:40.000Z",0,3,59
"2025-05-01T20:50:00.000Z",0,2,59
